"SampleID: "" ""Batch Name: plate_P1 Batch Description: <NONE>",,,,,,,,
EventNo,RID,DBL,DD,RP1,CL1,CL2,Aux1,TIME
689,15,1,13711,2,685,114,0,1594
690,20,1,7854,6,423,236,0,1594
691,78,1,11847,55,3822,5298,1,1594
692,15,1,9712,1,695,112,0,1594
693,33,1,11707,15,135,650,0,1594
694,34,1,14122,5,217,600,0,1594
695,12,1,9923,16,119,118,0,1594
696,27,1,11876,4,420,359,0,1657
697,61,1,7646,5,118,3030,0,1657
698,26,1,11850,8,216,356,0,1657
699,14,1,12757,6,419,123,0,1657
700,30,1,9899,28,2335,363,0,1657
701,51,1,9815,42,135,1822,1,1657
702,12,1,12736,14,127,120,0,1657
703,43,1,9040,2,222,1035,0,1657
704,34,1,16146,23959,238,649,0,1657
705,25,1,12762,17,122,361,1,1657
706,63,1,13573,14,403,3208,0,1657
707,15,1,13448,19586,695,111,0,1657
708,13,1,12489,25,207,114,1,1657
709,34,1,12445,5,226,636,0,1657
710,20,1,12754,7,390,219,0,1657
711,36,1,12646,33,635,596,0,1657
712,15,1,11503,9,686,110,0,1657
713,0,0,27433,132,47,2,0,1657
714,56,1,16680,6,2250,1875,0,1657
715,78,1,13929,55,4159,5699,0,1657
716,14,1,15586,0,432,125,0,1657
717,52,1,9620,5,220,1905,0,1657
718,14,1,13623,11,387,112,0,1657
719,25,1,10857,11,131,363,0,1657
720,33,1,7617,49,140,687,0,1750
721,14,1,11453,5,420,116,0,1750
722,28,1,12523,16,629,344,1,1750
723,21,1,9799,8792,670,199,2,1750
724,78,1,9758,9786,3844,5394,0,1750
725,51,1,13517,44,139,1840,0,1750
726,21,1,13155,48,722,208,0,1750
727,0,0,24723,4,235,408,0,1750
728,55,1,10840,13344,1297,1942,1,1750
729,35,1,11519,1,403,686,0,1750
730,18,1,19576,15,131,219,0,1750
731,55,1,16757,147,1306,1966,0,1750
732,43,1,11333,2,225,1000,1,1750
733,27,1,11336,2,376,347,0,1750
734,36,1,10323,43,702,622,0,1750
735,22,1,8698,32,1351,214,0,1750
736,26,1,13326,7,230,384,1,1750
737,77,1,19668,6,2354,5786,0,1750
738,78,1,11599,51,3896,5338,0,1750
739,28,1,10264,6,681,346,0,1750
740,12,1,9338,21,128,117,0,1750
741,38,1,10916,3,2341,654,0,1750
742,28,1,11482,18,680,365,0,1750
743,34,1,11389,19992,217,623,1,1750
744,13,1,14937,27,217,114,0,1797
745,54,1,16462,10,719,1867,0,1797
746,0,0,7443,8,399,648,0,1797
747,20,1,16751,7,412,212,0,1797
748,36,1,13767,33,628,585,0,1797
749,51,1,7807,3649,115,1769,0,1797
750,15,1,13846,16,712,119,0,1797
751,35,1,9328,5,380,646,0,1797
752,21,1,10458,65,707,203,0,1797
753,43,1,7931,0,227,1112,0,1797
754,55,1,13850,50,1226,1903,0,1797
755,14,1,10355,6761,428,120,0,1797
756,27,1,11455,8,402,371,0,1797
757,61,1,12707,7,127,3006,0,1797
758,36,1,11924,30,727,652,0,1797
759,20,1,11400,6,409,224,1,1797
760,21,1,12645,61,713,202,0,1797
761,0,0,23419,9,736,397,0,1797
762,27,1,10509,3,400,363,0,1797
763,15,1,11460,2,717,114,0,1797
764,28,1,10959,7,669,360,0,1797
765,19,1,14193,7,233,226,0,1797
766,51,1,12994,49,123,1674,0,1797
767,15,1,9889,5,702,114,0,1797
768,27,1,10711,2,389,357,1,1860
769,15,1,10936,9,703,115,0,1860
770,52,1,13754,4,233,1806,0,1860
771,25,1,10847,15,130,375,0,1860
772,27,1,8733,7,388,353,0,1860
773,19,1,15165,15,210,206,0,1860
774,19,1,14335,21,224,208,1,1860
775,20,1,15618,7,398,213,0,1860
776,33,1,11270,51,131,665,0,1860
777,51,1,9595,66,125,1749,0,1860
778,19,1,17646,15,222,209,0,1860
779,54,1,13897,10,808,2043,2,1860
780,22,1,11519,31,1235,199,1,1860
781,19,1,8632,7,207,201,0,1860
782,61,1,8227,6,118,3020,0,1860
783,25,1,9896,12,126,362,0,1860
784,28,1,11702,7,663,366,0,1860
785,0,0,6543,10699,384,3197,0,1860
786,52,1,10581,8,219,1796,0,1860
787,43,1,10750,2,215,1022,0,1860
788,21,1,11261,38,772,208,0,1860
789,61,1,12847,3,138,3416,0,1860
790,38,1,13689,12,2153,591,0,1860
791,78,1,12055,70,4141,5329,0,1860
792,12,1,12881,3935,118,113,0,1922
793,28,1,15001,9,640,344,0,1922
794,15,1,8891,3,709,113,0,1922
795,15,1,9151,5,652,108,0,1922
796,78,1,12010,9923,4039,5812,0,1922
797,27,1,15778,11,437,369,0,1922
798,34,1,10388,1,230,611,0,1922
799,25,1,7713,6,124,380,0,1922
800,30,1,12674,18,2220,364,0,1922
801,61,1,10271,4,118,2967,0,1922
802,14,1,12639,10,373,108,0,1922
803,63,1,11403,3,416,3144,0,1922
804,15,1,9021,7,678,111,0,1922
805,43,1,12367,4,229,1122,0,1922
806,14,1,13198,13,413,121,0,1922
807,56,1,9955,16,2313,1730,0,1922
808,54,1,10168,10,687,1832,0,1922
809,25,1,14667,15,126,359,0,1922
810,0,0,6860,5,685,371,0,1922
811,27,1,11593,6,406,361,1,1922
812,20,1,13362,5,423,226,0,1922
813,13,1,16973,473,218,111,1,1922
814,36,1,12505,54,689,625,0,1922
815,38,1,9101,3,2032,568,0,1922
816,61,1,11862,6815,130,3213,0,1985
817,38,1,9297,9518,2345,657,0,1985
818,15,1,11706,6,682,113,0,1985
819,36,1,9500,63,731,662,0,1985
820,28,1,10169,18,811,426,0,1985
821,28,1,12591,8375,715,381,0,1985
822,15,1,10784,12,709,114,0,1985
823,15,1,11569,11,664,110,0,1985
824,28,1,10576,6,684,381,0,1985
825,19,1,9692,13,214,214,0,1985
826,52,1,12494,13,233,1832,0,1985
827,12,1,10384,3613,120,114,0,1985
828,52,1,11935,6,204,1690,1,1985
829,22,1,15565,22,1265,196,1,1985
830,0,0,28130,109,247,3447,0,1985
831,21,1,12040,7342,726,211,0,1985
832,28,1,10463,3,651,357,0,1985
833,20,1,9810,3,422,235,0,1985
834,78,1,13423,48,3873,5385,0,1985
835,28,1,14505,22,687,363,2,1985
836,63,1,11908,6,383,3042,0,1985
837,15,1,12419,9,699,115,0,1985
838,14,1,12438,8,408,119,0,1985
839,13,1,9651,21,219,116,0,1985
840,54,1,14677,5,731,1846,0,2016
841,63,1,16893,9,377,3034,0,2016
842,78,1,11521,72,3826,5348,0,2016
843,0,1,18100,15,388,1097,0,2016
844,29,1,11419,10,1391,370,1,2016
845,29,1,11745,9,1271,349,0,2016
846,35,1,12968,8099,402,639,0,2016
847,77,1,9671,5,2434,5535,0,2016
848,30,1,10050,65,2283,344,1,2016
849,28,1,9644,21,629,333,0,2016
850,21,1,8358,72,701,202,0,2016
851,35,1,11098,768,378,634,0,2016
852,22,1,15155,25,1164,187,0,2016
853,28,1,15140,14,683,350,0,2016
854,18,1,11448,8,123,211,0,2016
855,52,1,12444,2,202,1704,1,2016
856,0,0,20708,76,728,212,0,2016
857,15,1,11207,11,638,105,0,2016
858,0,0,26631,105,1291,822,0,2016
859,14,1,11890,4,378,110,0,2016
860,20,1,9162,5,409,234,0,2016
861,77,1,12641,11,2300,5550,0,2016
862,54,1,8830,30,736,1765,1,2016
863,51,1,18899,55,146,1823,2,2016
864,51,1,11731,91,138,1947,0,2079
865,52,1,11339,5,226,1863,0,2079
866,15,1,11213,17368,695,111,0,2079
867,61,1,10133,4,119,3023,1,2079
868,21,1,14564,74,758,212,0,2079
869,12,1,10530,28,131,111,0,2079
870,55,1,13841,40,1292,1873,0,2079
871,78,1,12078,79,4031,5728,0,2079
872,0,0,5883,0,6,0,0,2079
873,27,1,14174,7,400,365,1,2079
874,35,1,11388,21,380,627,0,2079
875,14,1,14427,15,397,114,0,2079
876,30,1,10253,41,2112,337,0,2079
877,28,1,17587,12,696,363,0,2079
878,43,1,12084,11,241,1112,0,2079
879,51,1,16928,68,134,1856,0,2079
880,33,1,13703,30,130,633,0,2079
881,0,1,16443,43,2812,563,0,2079
882,15,1,11134,20099,753,117,0,2079
883,36,1,10511,60,647,581,0,2079
884,54,1,11359,6466,740,1786,0,2079
885,43,1,8342,6,220,1044,0,2079
886,78,1,12362,55,4295,5614,0,2079
887,36,1,12932,30,727,628,1,2079
888,38,1,13585,10247,2377,666,0,2125
889,30,1,9325,18,2154,343,0,2125
890,33,1,12514,15,136,653,0,2125
891,77,1,16430,13,2348,5819,0,2125
892,20,1,10268,9,390,210,0,2125
893,36,1,18906,49,720,616,0,2125
894,25,1,13654,0,133,393,0,2125
895,36,1,10661,31,679,621,0,2125
896,0,0,6468,2,9,0,0,2125
897,26,1,12276,5917,208,355,0,2125
898,55,1,14965,12580,1320,1974,0,2125
899,15,1,11019,7,695,116,0,2125
900,63,1,9193,9,370,3031,0,2125
901,29,1,14425,15,1377,371,0,2125
902,51,1,12898,117,136,1872,0,2125
903,51,1,9718,51,121,1755,0,2125
904,35,1,11600,7,399,686,0,2125
905,15,1,12780,6,703,110,0,2125
906,25,1,12061,15,128,353,0,2125
907,52,1,13912,5,220,1899,0,2125
908,55,1,10021,25,1270,1929,0,2125
909,15,1,9483,3,698,108,0,2125
910,21,1,10815,21,742,221,0,2125
911,19,1,14008,14,229,218,0,2125
912,0,1,19800,18,493,1354,0,2188
913,22,1,10382,20,1245,196,0,2188
914,34,1,11625,8,219,616,0,2188
915,0,1,15081,11,917,467,0,2188
916,56,1,14046,2,2343,1830,0,2188
917,0,0,25698,37,404,385,0,2188
918,78,1,10579,84,4188,5941,0,2188
919,25,1,11100,18,128,366,0,2188
920,30,1,12031,48,2087,341,0,2188
921,51,1,10087,48,125,1724,0,2188
922,21,1,9094,59,700,213,0,2188
923,27,1,11487,2,392,356,0,2188
924,27,1,13678,1,416,381,1,2188
925,63,1,14003,5,392,3205,0,2188
926,29,1,10538,8,1366,382,1,2188
927,0,1,19019,7,559,467,0,2188
928,13,1,8768,8931,211,114,0,2188
929,22,1,9546,24,1232,193,0,2188
930,61,1,10361,4,114,2960,0,2188
931,43,1,9101,3,236,1053,0,2188
932,15,1,11374,12,731,121,0,2188
933,52,1,14556,6,222,1771,0,2188
934,26,1,15317,7610,234,366,0,2188
935,52,1,13461,11,219,1793,0,2188
936,27,1,9839,15415,376,356,0,2235
937,51,1,13401,64,129,1771,0,2235
938,61,1,15940,8,133,3080,0,2235
939,77,1,11615,13,2264,5561,0,2235
940,36,1,10694,50,707,636,0,2235
941,38,1,12596,8,2367,641,0,2235
942,56,1,9549,4,2148,1704,1,2235
943,30,1,10106,3278,2135,344,0,2235
944,38,1,10168,6,2351,654,0,2235
945,12,1,11062,21,124,116,0,2235
946,20,1,12634,4,418,229,0,2235
947,21,1,13213,7825,684,201,3,2235
948,25,1,11528,10,125,368,0,2235
949,78,1,10681,51,3885,5563,0,2235
950,27,1,16813,8,410,343,0,2235
951,28,1,14400,6,692,357,0,2235
952,22,1,9391,29,1184,192,0,2235
953,77,1,10815,10,2439,5624,0,2235
954,30,1,12858,31,2221,352,0,2235
955,63,1,13395,7,373,3027,0,2235
956,22,1,12894,18,1261,203,0,2235
957,77,1,13736,6,2263,5428,0,2235
958,22,1,14519,26,1279,207,0,2235
959,19,1,15517,14190,240,226,0,2235
960,21,1,10588,83,686,201,0,2282
961,78,1,10140,46,3926,5521,0,2282
962,26,1,12539,11,228,373,0,2282
963,12,1,10580,35,133,125,0,2282
964,36,1,10516,55,729,656,0,2282
965,15,1,11867,19926,751,116,0,2282
966,0,1,8262,11,13,0,2,2282
967,20,1,12043,10,401,220,0,2282
968,29,1,12029,13,1352,355,0,2282
969,26,1,12800,4,217,356,0,2282
970,29,1,14169,8,1264,349,0,2282
971,13,1,10080,44,232,123,0,2282
972,36,1,12350,29,680,600,0,2282
973,12,1,13751,21,126,115,0,2282
974,63,1,13236,14,403,3187,0,2282
975,56,1,12346,8,2125,1751,0,2282
976,13,1,11307,17,210,107,2,2282
977,30,1,9371,7,2075,330,0,2282
978,38,1,12706,14,2305,649,0,2282
979,12,1,14920,8,135,126,0,2282
980,12,1,8871,13,130,120,0,2282
981,29,1,15494,13,1286,366,0,2282
982,55,1,9267,41,1216,1820,0,2282
983,12,1,13299,12,132,114,0,2282
984,55,1,13622,50,1258,1942,0,2329
985,28,1,12320,22,669,348,0,2329
986,12,1,16695,24,138,120,0,2329
987,33,1,10260,67,129,645,0,2329
988,27,1,11627,2,396,366,0,2329
989,43,1,8363,40,224,1069,1,2329
990,51,1,19922,28,146,1837,1,2329
991,28,1,12777,18,742,390,0,2329
992,0,0,6193,6,2332,5725,0,2329
993,52,1,17978,12,225,1759,0,2329
994,19,1,12159,12,226,205,0,2329
995,15,1,9312,12,711,113,0,2329
996,15,1,10886,7,702,121,0,2329
997,15,1,12045,11,711,114,0,2329
998,13,1,11519,17,228,122,0,2329
999,54,1,10907,13082,668,1674,0,2329
1000,56,1,11272,5,2208,1787,0,2329
1001,77,1,11381,6,2352,5877,0,2329
1002,0,0,24736,17,856,435,0,2329
1003,78,1,13158,8738,3815,5201,0,2329
1004,56,1,10281,15,2212,1764,2,2329
1005,15,1,17332,5,737,121,0,2329
1006,29,1,9321,5,1239,347,0,2329
1007,21,1,16161,64,704,204,0,2329
1008,22,1,8055,28,1391,214,0,2391
1009,56,1,11153,4,2188,1756,0,2391
1010,0,1,12359,40,905,836,0,2391
1011,51,1,8736,40,123,1716,0,2391
1012,29,1,14027,12,1293,373,1,2391
1013,30,1,10815,48,2255,361,0,2391
1014,0,1,8403,12,15,0,0,2391
1015,26,1,10493,8,229,387,0,2391
1016,15,1,15686,3,712,116,1,2391
1017,38,1,12793,1,2307,619,0,2391
1018,63,1,10586,6069,394,3331,0,2391
1019,78,1,14106,39,4287,5820,0,2391
1020,20,1,10485,2165,427,231,0,2391
1021,33,1,11302,31,130,650,0,2391
1022,25,1,12540,12,133,389,0,2391
1023,26,1,12207,6,207,350,0,2391
1024,26,1,15253,10,236,374,0,2391
1025,28,1,12471,19,702,379,0,2391
1026,14,1,10788,8,393,120,0,2391
1027,15,1,13760,8,707,115,1,2391
1028,63,1,12279,4,380,3151,0,2391
1029,77,1,12922,14213,2227,5325,0,2391
1030,27,1,7853,2,373,347,0,2391
1031,61,1,14413,4,140,3203,0,2391
1032,14,1,18368,7,433,125,0,2454
1033,63,1,12951,0,386,3216,0,2454
1034,43,1,9751,2,225,1077,0,2454
1035,0,0,21361,25,1309,206,0,2454
1036,22,1,8031,28,1278,204,0,2454
1037,14,1,11818,4,386,113,0,2454
1038,0,0,25151,6192,723,1227,0,2454
1039,22,1,10879,22,1304,203,0,2454
1040,52,1,13358,8,199,1672,0,2454
1041,0,0,21464,69,187,2425,0,2454
1042,18,1,15517,11,118,218,0,2454
1043,22,1,15719,11001,1215,201,0,2454
1044,61,1,10333,8,118,3013,0,2454
1045,28,1,11391,8460,686,375,0,2454
1046,51,1,11843,42,131,1844,0,2454
1047,30,1,12920,12,2193,349,1,2454
1048,21,1,14065,35,688,206,0,2454
1049,77,1,12862,9,2395,5469,0,2454
1050,34,1,13105,1,218,606,0,2454
1051,13,1,9678,59,216,113,0,2454
1052,38,1,11598,6,2401,654,0,2454
1053,55,1,12038,260,1291,1904,0,2454
1054,19,1,12216,6,213,207,0,2454
1055,55,1,14522,11790,1209,1804,0,2454
1056,52,1,12890,10,231,1938,0,2500
1057,34,1,8999,4,237,659,1,2500
1058,25,1,14422,13,131,376,0,2500
1059,33,1,14932,2163,135,644,0,2500
1060,43,1,10461,8,237,1088,0,2500
1061,38,1,13855,9392,2214,598,1,2500
1062,28,1,10085,18,651,358,0,2500
1063,25,1,15927,7,136,357,0,2500
1064,61,1,9875,13,124,3186,0,2500
1065,0,0,25135,106,1550,4610,0,2500
1066,38,1,13120,8,2443,630,0,2500
1067,63,1,13876,3,411,3226,0,2500
1068,52,1,11608,10,215,1814,0,2500
1069,29,1,15704,13,1326,362,0,2500
1070,25,1,10090,7,129,371,0,2500
1071,15,1,13364,5,702,108,0,2500
1072,55,1,10474,41,1270,1922,0,2500
1073,27,1,13711,2,407,374,0,2500
1074,15,1,11253,7,707,114,4,2500
1075,20,1,11689,6,399,212,0,2500
1076,14,1,17193,12,417,116,0,2500
1077,19,1,12178,5,244,233,0,2500
1078,55,1,15176,31,1242,1873,0,2500
1079,22,1,12585,27,1346,202,0,2500
1080,63,1,11366,3,393,3274,0,2563
1081,78,1,10024,63,4033,5707,0,2563
1082,54,1,12152,10,666,1716,0,2563
1083,25,1,9683,17,126,377,1,2563
1084,12,1,11961,37,147,141,0,2563
1085,15,1,11155,2,714,118,0,2563
1086,27,1,10802,4623,388,358,0,2563
1087,19,1,13236,15,221,207,1,2563
1088,20,1,11632,12,398,227,0,2563
1089,33,1,9962,34,134,649,0,2563
1090,61,1,9761,10,121,3062,0,2563
1091,0,0,6070,16,2417,642,0,2563
1092,63,1,9942,4,348,2867,0,2563
1093,29,1,13017,17,1273,346,0,2563
1094,22,1,11270,77,1455,241,1,2563
1095,51,1,12983,56,128,1823,0,2563
1096,13,1,14009,20,233,116,0,2563
1097,78,1,11196,51,3827,5356,0,2563
1098,27,1,8458,15971,408,352,0,2563
1099,12,1,12996,4700,119,107,1,2563
1100,15,1,8416,9,733,116,0,2563
1101,78,1,14516,66,4038,5751,0,2563
1102,77,1,9455,15,2257,5467,0,2563
1103,0,0,26107,120,1264,386,0,2563
1104,61,1,15654,7334,134,2982,0,2610
1105,43,1,10955,13808,236,1118,0,2610
1106,54,1,14499,8,691,1771,0,2610
1107,12,1,11611,13,130,121,0,2610
1108,63,1,8900,6,410,3215,0,2610
1109,30,1,12252,7044,2116,345,0,2610
1110,78,1,16094,57,3852,5500,0,2610
1111,22,1,14795,28,1328,213,0,2610
1112,15,1,9892,7,708,114,0,2610
1113,20,1,14851,20,413,235,0,2610
1114,28,1,11003,8,669,368,0,2610
1115,12,1,11486,27,123,112,0,2610
1116,36,1,14906,57,661,613,0,2610
1117,35,1,9665,9,368,604,0,2610
1118,22,1,14154,19,1228,200,0,2610
1119,0,0,22050,80,901,327,0,2610
1120,26,1,8825,6,202,345,0,2610
1121,77,1,12473,7,2172,5351,0,2610
1122,54,1,14650,16,738,1896,0,2610
1123,43,1,12332,2,226,1112,0,2610
1124,34,1,10902,4,214,612,0,2610
1125,51,1,13182,42,125,1721,0,2610
1126,34,1,10229,5,229,650,0,2610
1127,28,1,11376,5443,693,365,0,2610
1128,0,0,6088,3,2241,1817,0,2672
1129,36,1,19336,29,649,589,0,2672
1130,0,1,15943,53,1569,2348,0,2672
1131,27,1,14805,9,455,424,0,2672
1132,55,1,14691,36,1324,1993,0,2672
1133,20,1,16156,7,404,220,0,2672
1134,77,1,13180,8,2116,5225,0,2672
1135,21,1,12416,70,696,209,0,2672
1136,12,1,8278,18,119,110,1,2672
1137,43,1,10867,0,225,1095,0,2672
1138,38,1,11419,5,2214,623,2,2672
1139,13,1,11172,28,238,118,0,2672
1140,13,1,11598,25,241,124,0,2672
1141,30,1,12912,35,2452,393,0,2672
1142,55,1,16518,56,1273,1929,0,2672
1143,33,1,10539,42,129,627,0,2672
1144,63,1,12657,7,387,3083,0,2672
1145,13,1,15422,23,223,124,0,2672
1146,29,1,9550,13,1201,331,2,2672
1147,29,1,11171,10,1161,323,0,2672
1148,19,1,15192,20,224,210,0,2672
1149,55,1,11432,31,1321,1930,0,2672
1150,20,1,15507,5,441,228,0,2672
1151,12,1,11745,15,126,108,0,2672
1152,15,1,10903,5,729,111,0,2704
1153,36,1,15617,64,701,639,0,2704
1154,13,1,7901,17,232,126,0,2704
1155,55,1,16231,33,1255,1834,0,2704
1156,35,1,15730,14,442,718,0,2704
1157,43,1,11200,8,224,1036,2,2704
1158,30,1,12042,47,2274,367,0,2704
1159,25,1,14119,10,139,388,0,2704
1160,12,1,9243,21,113,111,0,2704
1161,22,1,13852,25,1176,190,0,2704
1162,22,1,12171,28,1358,216,1,2704
1163,36,1,12925,35,729,628,1,2704
1164,30,1,10349,5075,2203,347,1,2704
1165,14,1,14746,0,416,118,1,2704
1166,12,1,13047,12,121,111,0,2704
1167,29,1,12673,0,1213,338,1,2704
1168,21,1,10788,42,721,215,0,2704
1169,20,1,9073,2067,421,222,0,2704
1170,12,1,11257,12,130,111,0,2704
1171,12,1,11413,29,134,122,0,2704
1172,27,1,11168,18904,382,338,0,2704
1173,0,1,12989,30,1753,275,0,2704
1174,33,1,8220,31,131,642,0,2704
1175,34,1,13000,3,230,641,0,2704
1176,43,1,11881,13,228,1064,0,2750
1177,63,1,9612,4,377,2997,0,2750
1178,19,1,8742,15,230,222,0,2750
1179,12,1,12173,38,124,114,0,2750
1180,15,1,10756,6,725,107,0,2750
1181,55,1,13847,30,1336,1991,0,2750
1182,21,1,16716,71,750,203,0,2750
1183,15,1,10250,5,683,112,0,2750
1184,27,1,12347,4678,381,368,0,2750
1185,0,1,19770,5508,31,0,0,2750
1186,77,1,14263,10,2577,6198,0,2750
1187,28,1,12756,7,676,360,0,2750
1188,22,1,13984,26,1249,205,0,2750
1189,35,1,13525,0,393,642,0,2750
1190,13,1,12168,9366,219,113,0,2750
1191,61,1,8419,10,121,3121,0,2750
1192,14,1,11250,6,384,118,0,2750
1193,15,1,7680,26,833,127,1,2750
1194,29,1,12286,9,1227,352,0,2750
1195,25,1,10554,7,125,352,0,2750
1196,28,1,15605,16,717,364,0,2750
1197,38,1,10182,14,2384,654,0,2750
1198,55,1,10147,29,1394,2065,0,2750
1199,20,1,9160,5,413,232,0,2750
1200,36,1,16152,16,692,628,1,2813
1201,35,1,13696,1,428,687,0,2813
1202,30,1,11108,18,2195,369,0,2813
1203,43,1,9225,5,220,1022,0,2813
1204,36,1,14586,57,706,647,0,2813
1205,52,1,12041,7,239,1849,0,2813
1206,52,1,8539,11,211,1833,1,2813
1207,13,1,10986,14,233,116,1,2813
1208,25,1,8576,12,126,374,0,2813
1209,55,1,10040,12075,1250,1907,0,2813
1210,43,1,7852,4,239,1094,0,2813
1211,51,1,10976,52,130,1845,0,2813
1212,33,1,14743,66,135,637,0,2813
1213,34,1,9633,0,219,632,0,2813
1214,35,1,11840,7753,400,644,0,2813
1215,78,1,15319,51,3935,5303,0,2813
1216,52,1,11616,6,228,1804,0,2813
1217,22,1,12629,25,1211,199,0,2813
1218,15,1,11461,229,648,104,0,2813
1219,55,1,13152,29,1293,1926,0,2813
1220,20,1,13596,5,433,230,0,2813
1221,29,1,9425,7,1213,342,0,2813
1222,43,1,11806,8,229,1044,0,2813
1223,0,0,21459,25355,391,1883,0,2813
1224,36,1,10856,24,636,571,0,2860
1225,27,1,12632,8,426,380,0,2860
1226,36,1,9737,22,679,612,0,2860
1227,14,1,11713,2,427,126,0,2860
1228,22,1,13888,27,1287,210,0,2860
1229,22,1,10948,14,1354,217,0,2860
1230,36,1,17458,45,719,649,0,2860
1231,13,1,10121,20,213,114,0,2860
1232,78,1,14689,64,3978,5457,0,2860
1233,78,1,10895,79,4200,5726,0,2860
1234,27,1,11067,3,419,371,0,2860
1235,15,1,11211,2,754,123,0,2860
1236,14,1,14363,10296,410,127,0,2860
1237,12,1,13390,36,141,130,2,2860
1238,30,1,11201,24,2303,361,0,2860
1239,15,1,12907,9,744,112,0,2860
1240,13,1,10601,5,242,118,0,2860
1241,33,1,8707,18,131,675,0,2860
1242,30,1,8691,29,2089,344,0,2860
1243,22,1,11439,23,1223,194,0,2860
1244,61,1,10672,13,120,3109,2,2860
1245,26,1,10003,9,214,352,0,2860
1246,33,1,10378,14072,122,627,0,2860
1247,13,1,13962,16,213,109,0,2860
1248,0,0,6780,4,7,0,0,2922
1249,56,1,11586,11,2341,1793,0,2922
1250,18,1,10559,4,116,219,0,2922
1251,18,1,14043,7404,128,223,0,2922
1252,12,1,9839,32,115,109,1,2922
1253,27,1,13064,9,423,371,0,2922
1254,27,1,14284,11,392,363,0,2922
1255,33,1,9276,23,123,657,0,2922
1256,15,1,12973,1,736,121,0,2922
1257,54,1,10120,12,739,1918,0,2922
1258,21,1,11178,56,649,193,1,2922
1259,0,0,25880,66,2401,3583,0,2922
1260,51,1,8834,44,122,1763,0,2922
1261,30,1,12974,29,2170,350,1,2922
1262,36,1,12560,8414,714,625,0,2922
1263,13,1,8815,12,204,111,1,2922
1264,34,1,14924,9,239,667,0,2922
1265,15,1,12013,2,696,117,0,2922
1266,19,1,14088,4,237,222,0,2922
1267,54,1,14436,7012,655,1702,0,2922
1268,15,1,10637,14,618,107,0,2922
1269,21,1,9605,54,719,207,0,2922
1270,54,1,9406,13,689,1844,1,2922
1271,54,1,10146,9,687,1702,0,2922
1272,54,1,12935,18,718,1875,0,2985
1273,15,1,9757,7,707,111,0,2985
1274,25,1,12051,12,137,397,0,2985
1275,43,1,10561,8,226,1103,0,2985
1276,13,1,8567,15,223,118,0,2985
1277,27,1,10876,7,379,344,1,2985
1278,34,1,9329,10,223,654,0,2985
1279,0,1,19911,16,708,1168,0,2985
1280,20,1,15736,10,378,207,0,2985
1281,13,1,12967,9,237,125,0,2985
1282,36,1,11447,46,696,629,0,2985
1283,14,1,9525,6,409,125,0,2985
1284,15,1,9274,10,670,113,0,2985
1285,52,1,12969,17,227,1924,0,2985
1286,54,1,9535,14,697,1801,1,2985
1287,43,1,11650,9,241,1117,0,2985
1288,52,1,11326,13,223,1831,0,2985
1289,56,1,10213,9,2235,1751,0,2985
1290,77,1,8382,4,2214,5422,0,2985
1291,38,1,9994,3,2384,640,0,2985
1292,61,1,11437,11,121,3019,0,2985
1293,61,1,8982,9,122,3132,1,2985
1294,26,1,12536,13,234,360,0,2985
1295,0,0,24410,13,1315,205,0,2985
1296,22,1,13724,29,1326,208,0,3047
1297,12,1,10755,19,127,121,0,3047
1298,54,1,16546,7,707,1796,0,3047
1299,33,1,11877,38,140,679,0,3047
1300,0,0,6079,0,12,0,0,3047
1301,26,1,10682,8,213,349,0,3047
1302,78,1,9081,55,4046,5622,0,3047
1303,56,1,9016,3,2169,1711,0,3047
1304,52,1,8879,6,226,1913,0,3047
1305,21,1,11440,75,684,208,0,3047
1306,36,1,10647,9,720,644,0,3047
1307,19,1,9168,13,229,213,0,3047
1308,28,1,11378,8,720,372,0,3047
1309,63,1,13160,7,392,3012,0,3047
1310,61,1,10296,6,113,3072,0,3047
1311,78,1,12747,61,4104,5741,0,3047
1312,27,1,14115,19460,400,372,0,3047
1313,34,1,14477,3,215,604,0,3047
1314,38,1,11468,4,2148,582,0,3047
1315,0,1,7817,37,818,759,0,3047
1316,15,1,9632,19306,733,115,0,3047
1317,26,1,11492,11,221,382,0,3047
1318,27,1,10644,6,408,378,0,3047
1319,20,1,8731,1,400,219,0,3047
1320,27,1,8426,18678,374,335,0,3094
1321,29,1,16749,8,1275,339,0,3094
1322,25,1,12563,10,127,359,0,3094
1323,55,1,12495,46,1332,2000,2,3094
1324,55,1,10237,42,1237,1828,0,3094
1325,15,1,13345,8,712,114,0,3094
1326,61,1,13179,7557,129,3203,0,3094
1327,12,1,12459,9,126,111,0,3094
1328,27,1,14176,5,420,392,0,3094
1329,12,1,8688,16,128,116,3,3094
1330,34,1,13406,1,223,608,0,3094
1331,43,1,9558,772,208,1004,0,3094
1332,43,1,12984,3,234,1071,0,3094
1333,51,1,13175,54,129,1805,0,3094
1334,38,1,11547,0,2439,643,0,3094
1335,22,1,9744,27,1301,202,0,3094
1336,0,0,22042,16,961,2526,0,3094
1337,13,1,12299,30,224,114,0,3094
1338,55,1,12615,47,1272,1959,0,3094
1339,26,1,13178,9,208,348,0,3094
1340,12,1,11309,24,122,116,0,3094
1341,19,1,12798,12,222,217,0,3094
1342,63,1,15447,15,401,3044,0,3094
1343,13,1,14947,27,221,112,0,3094
1344,56,1,19595,5,2132,1710,0,3157
